-466726.0556310790	  inf
-431000.0271201763	7.65460e-02
-418627.2467374523	2.87071e-02
-414245.5300758822	1.04669e-02
-412124.9389631980	5.11916e-03
-410880.0706946045	3.02061e-03
-409999.3981269634	2.14338e-03
-409338.7812971603	1.61126e-03
-408845.7446637693	1.20447e-03
-408472.9374903942	9.11853e-04
-408163.7030575385	7.57050e-04
-407911.2707070821	6.18459e-04
-407663.8509781510	6.06553e-04
-407449.2650669668	5.26380e-04
-407282.8408319808	4.08454e-04
-407104.5718737011	4.37703e-04
-406925.7029647751	4.39368e-04
-406763.8627158293	3.97714e-04
-406617.8604530198	3.58936e-04
-406487.2008506912	3.21333e-04
-406358.6295504648	3.16299e-04
-406247.0593382635	2.74561e-04
-406130.1607691083	2.87752e-04
-406034.4436767465	2.35681e-04
-405953.0251211221	2.00521e-04
-405848.6290258740	2.57163e-04
-405755.9583645327	2.28338e-04
-405674.2383997698	2.01402e-04
-405594.9557175476	1.95434e-04
-405526.0240229703	1.69952e-04
-405437.4072917595	2.18523e-04
-405369.2537757649	1.68099e-04
-405311.4734084918	1.42538e-04
-405253.3490895153	1.43407e-04
-405177.2632791275	1.87749e-04
-405112.2889805615	1.60360e-04
-405067.2623403583	1.11146e-04
-405034.2878049456	8.14051e-05
