-705418.5067951028	  inf
-691479.2442877110	1.97603e-02
-683739.1862368362	1.11935e-02
-679194.5000656511	6.64681e-03
-676402.7360062595	4.11040e-03
-674626.9897862007	2.62528e-03
-673431.0956770150	1.77267e-03
-672575.6422588445	1.27029e-03
-671973.1724686651	8.95765e-04
-671521.6692695587	6.71907e-04
-671171.3185091465	5.21727e-04
-670900.3294869807	4.03755e-04
-670655.4088079515	3.65063e-04
-670450.5900016616	3.05401e-04
-670264.1395462600	2.78097e-04
-670089.9763076833	2.59843e-04
-669969.7770908449	1.79378e-04
-669855.8512665365	1.70046e-04
-669739.3079188047	1.73983e-04
-669643.8247728129	1.42568e-04
-669536.8801246594	1.59704e-04
-669427.3988271367	1.63518e-04
-669313.8147902533	1.69673e-04
-669214.9318128958	1.47738e-04
-669130.0213078427	1.26881e-04
-669047.7504890184	1.22952e-04
-668967.9277192394	1.19308e-04
-668905.6609658480	9.30788e-05
