-705107.7506938037	  inf
-699633.2394794316	7.76408e-03
-699031.5073026100	8.60068e-04
-698164.2197504642	1.24070e-03
-697153.0285004426	1.44836e-03
-696118.2291718245	1.48432e-03
-695175.4161526012	1.35439e-03
-694332.0805608882	1.21313e-03
-693595.5650742245	1.06075e-03
-692921.5955101021	9.71704e-04
-692345.8058200398	8.30959e-04
-691842.7343401944	7.26619e-04
-691425.1426475117	6.03593e-04
-691075.9711815955	5.05003e-04
-690801.5959727907	3.97026e-04
-690566.6581229926	3.40095e-04
-690358.5738979056	3.01324e-04
-690201.6879467098	2.27253e-04
-690068.4360766467	1.93062e-04
-689945.8557036193	1.77635e-04
-689834.5097939800	1.61384e-04
-689725.4270523409	1.58129e-04
-689622.0165404778	1.49930e-04
-689520.6657300551	1.46966e-04
-689414.9478442754	1.53321e-04
-689301.8531250507	1.64044e-04
-689181.2189742493	1.75009e-04
-689075.7541131917	1.53029e-04
-689016.4833542504	8.60149e-05
