16.8674615566 23.0585143146 3.2902456374 0.1000614527 1.1837170388
70.6756771234 3.3924188662 205.7305205599 0.7668690098 18.9345144408
0.1000253696 2.0811250162 0.1000157466 73.1188197715 0.1000140962
46.2863357065 4.0343918217 0.1000217626 0.1000227846 26.9792279246
14.8626251083 0.1000276098 36.0693197464 11.2816766086 16.1863509268
0.1000196249 52.7690439997 0.1008813667 97.5047446520 1.0253103567
84.1456725281 0.1000191359 2.0553623596 5.2401265726 27.9588194038
78.2315961158 5.1092441064 12.7731330508 1.7314562992 27.6545704278
31.5202583818 0.1001813212 33.6224555866 38.0688730687 3.1882316418
8.1096594826 19.3718116435 20.0821649095 112.9363214146 22.0000425497
0.1000608284 0.1000141733 20.1621331913 9.8912663442 13.2465254627
17.3869665040 3.7405110390 9.8648759825 168.8513507167 3.6562957578
1.7545053036 0.9852603645 4.7450700480 25.9151520634 0.1000122204
6.4709514232 0.1000161197 91.2172990847 45.6117048665 0.1000285059
96.4643844897 2.1264974658 167.7400105368 3.0687611607 0.1003463470
69.0643283250 4.1955414150 27.0626861162 259.1650044685 15.0124396753
5.5044861691 0.1000113759 19.6954526610 0.1000383230 0.1000114709
36.6448325102 0.1000245491 55.6413597791 0.1000201802 25.0137629814
25.2590424044 0.1000245293 4.3772019328 200.7704906607 2.9932404727
0.1000265009 79.3010656874 0.1526246945 60.3666387342 11.5796443829
5.4676235924 4.3085404133 1.2115181297 88.4122888175 0.1000290471
30.2827357961 9.3515441858 50.0633539581 121.5910873694 2.2112786906
12.6368472298 8.3147468381 15.3075642853 13.2705706682 11.9702709786
7.1128391696 18.5608250396 7.1181596921 70.3678126952 16.3403634036
0.1000248241 0.1000160178 102.6310036836 6.5689423895 0.1000130850
4.8190247144 99.2635580955 1.5286921210 29.3694149813 10.5193100878
50.5779915197 0.1000211243 3.2278206519 0.1000318051 12.4941348990
44.4419104200 1.3429207525 0.9686149310 79.8131368403 8.9334170562
50.3691918077 22.5812849594 0.1000206600 0.1000327881 18.3494697848
460.9116528580 1.6859894179 5.2698285079 126.5875584526 5.0449707636
9.7275606235 0.1003293852 9.8865381696 74.7164298778 27.0691419438
12.3900053926 0.1000108223 22.9380612495 0.1000188351 0.9719037005
0.1001167084 0.1000298299 114.5985948222 8.6200844807 1.0811741588
0.1000402036 0.1000229732 3.1469682530 62.0529397863 0.1000287839
201.9591221520 0.1000240787 1.1307218855 18.0189597533 0.2911721305
0.9729011548 0.1000237968 280.2269525802 0.1000231262 0.1000993420
79.5092241720 61.9300500579 0.7808096357 61.5560967750 49.7238193594
9.2622103120 0.1000831742 4.0977978000 31.7974564449 17.2424522688
22.4363705614 0.1005223249 25.1577177096 63.2605244284 9.5448649758
69.6751658645 0.1000189489 187.6703287291 0.1000196891 10.9544667684
3.2630355747 58.8582491812 4.6779028114 40.8193108269 54.8815016059
10.5941694301 0.1000260145 0.1000170897 20.6057551548 0.1000323110
3.4647183660 0.1000273876 1.4092252685 52.4260135544 0.1000154234
0.1000272776 0.1000176658 51.3912862801 1.8086428236 0.1000259529
0.1000150634 7.6086901036 54.5912483619 0.1000224639 0.1000240072
