-704756.1590265462	  inf
-698587.7086765553	8.75260e-03
-694534.0890183098	5.80259e-03
-690641.6738205733	5.60435e-03
-687983.8022120759	3.84841e-03
-686394.7615047852	2.30971e-03
-685300.9567268648	1.59355e-03
-684426.9721607177	1.27533e-03
-683781.6513260927	9.42863e-04
-683262.5972771827	7.59093e-04
-682872.2071953096	5.71362e-04
-682577.1175876041	4.32130e-04
-682354.1475237005	3.26659e-04
-682177.0084387492	2.59600e-04
-682024.7966485062	2.23127e-04
-681904.7619594462	1.75998e-04
-681800.0876236993	1.53503e-04
-681710.8086327027	1.30946e-04
-681623.2535446045	1.28434e-04
-681545.1703061000	1.14555e-04
-681481.7483604599	9.30561e-05
