0.1000111589 0.1000294904 18.0670288331 0.1000219012 0.1000151170 0.1000118802 0.1000124423 26.1315391074 0.1012896765 0.1000403929
19.5493754556 0.2267766615 0.1000295990 0.4085963138 2.6856317100 0.1000230005 0.1005562490 33.5761030858 17.3497331885 225.9031747363
0.1000107345 2.0117898099 0.1000686681 0.1000217412 0.1000108509 73.1880270593 0.1000202720 0.1000231223 0.1000149586 0.1000127834
0.1000189802 42.2334128824 0.1000212113 0.1000119093 15.1007939851 0.1000187380 0.1000237494 0.1000189920 19.9656476755 0.1000318768
0.1000231700 0.1000532790 0.1000262944 23.6854748906 4.5028866043 7.1057900865 1.5318828879 9.6968260329 14.0835859754 18.0934507789
6.2439406377 0.1000193299 42.5067532754 0.1013289506 0.1000174153 99.3657193562 0.1000240232 0.1000172281 3.2821633113 0.1000164722
0.1000526748 19.6896280823 0.1000112443 0.1011029310 13.0766306430 0.1000218771 0.1000204217 86.5324984152 0.1000162247 0.1000174860
0.1000181705 0.1000279621 4.4258900434 0.1000169736 0.1000293869 0.1000279162 0.1000186864 120.7707765446 0.1031755365 0.1000187799
0.1000152985 27.6762245712 0.1000232708 0.1000307552 0.1000254748 39.4775458007 0.1000274568 0.7486002002 0.1000286196 38.4974785521
0.8560170756 0.1000296917 11.7973143172 83.9222112836 0.1000188337 39.4716797993 9.2053673930 14.9457552959 21.0698143831 1.5317919269
0.1000227874 0.1000186451 0.1000099855 27.2863509820 0.1000233861 0.1000257955 0.1000153766 0.1000436313 8.0299584093 7.9835310011
0.1000209990 0.1000218570 0.1000259866 58.7501857756 0.1000237228 139.4675131164 0.1000880957 5.0820667321 0.1000235620 0.1000301528
2.7220575092 0.1000169052 0.1000490036 19.8283730811 0.1000221216 6.8431848343 0.1000181341 0.1000187850 0.1000091497 4.0062504761
0.1000120461 0.1000221957 0.1000156639 70.0039606260 0.1000196603 0.1000271947 0.1000240657 0.1000244565 0.1000131285 73.1958809625
1.8372008594 0.1000171906 0.1000239507 10.1874024871 2.0754817337 0.1000255985 0.2326689323 102.5212278679 0.1000170980 152.7459342818
0.7829229010 21.1494899932 2.2891756681 276.6951540797 15.8547722662 25.5622495332 6.4749514258 25.0509811568 0.4960227972 0.6442801789
3.7225718990 4.8770600668 0.1000074636 0.1000204941 0.1000365014 0.1000122814 0.1000232825 0.1000344446 0.1000068461 16.7002267205
4.7194342755 24.4508465993 0.1000304164 0.1000250433 0.1003297135 0.1000203301 4.1869343713 5.9922407672 20.7673961339 57.4827423496
0.1000164939 0.1019983581 0.1000166706 51.0553637728 17.5599134360 164.6825872033 0.1000220154 0.1000348976 0.1000231321 0.1000240203
12.0334018750 0.1000207509 60.9613117035 3.9289722431 0.1000357727 51.7833409936 0.7249585643 0.1000210679 22.1679107887 0.1000262403
0.1000750421 5.5783267367 1.9008831702 73.8444476249 0.1000248877 14.8838648641 0.1000129170 3.2923100744 0.1000350535 0.1000196293
0.1000200959 2.1508595584 7.5117668413 88.4446165565 3.7478354121 35.3699708394 55.8830311426 5.5950664667 0.5848193616 14.6120137254
43.0150558198 0.1000154972 4.0782476577 0.1000223811 0.1000204885 0.1000188167 0.1000507193 12.1028952693 0.1000308241 2.2036425264
15.4361179396 16.4259677703 13.2093258129 46.7184980078 0.1000223037 15.1383339737 5.0049725239 0.1000838568 7.7666543444 0.1000234667
19.8894541520 0.1000266340 0.1000152140 0.1003306916 0.1000222953 1.2401875496 0.1000245917 0.1000187542 0.1000148744 88.1699052432
11.4193748502 1.4895609185 78.7899776459 0.1117388915 0.1000173615 32.5089333815 0.1000240751 5.9163890761 15.4639641875 0.1000196121
0.1000297510 0.1000307785 0.1000132676 0.1000238064 0.1000501744 0.1000126176 0.1000187104 66.0997774119 0.1000215146 0.1000219676
0.1000268425 0.7982489785 0.1000244183 2.4453715947 10.5917095570 88.4470874323 7.4546566679 19.0072661314 6.9555832426 0.1000251348
0.1000222568 67.7521320492 8.1918779859 0.1000308167 1.4806147211 0.1000244338 0.1000200985 0.1000224625 13.9752300774 0.1000250981
1.7760180120 52.3749655228 1.7103577993 115.1265214443 175.5509289325 125.1155853320 68.8802587745 45.1035016305 2.2360416447 12.1258209073
37.4172970526 16.9847052210 0.1000278474 57.9084909649 0.1000235195 0.1000273646 0.1000174843 0.1000245792 9.0893687055 0.1000172609
0.1000190541 0.1000122845 0.1000100246 0.1000297967 8.8562253691 0.1000209384 0.1000342230 0.1000287772 0.1000296641 27.3435898683
0.1000259591 13.2673081479 0.1770352944 19.7016215332 5.1322784667 14.5745843482 0.1000273791 0.1000221673 9.0141512395 62.8329454646
5.6424735980 0.1000141652 0.1000198027 14.4810596152 0.1000206010 45.1762777194 0.1000402528 0.1000379653 0.1000260622 0.1000302182
5.4393236357 0.1000151789 0.1000126857 10.2080245125 189.8596740264 12.2330167453 3.7501067559 0.1002810011 0.1000179095 0.1095275490
0.1000339326 0.1000246781 0.1000909463 0.4341607719 0.1000230965 0.1000236754 0.1000193125 0.1000316992 0.1000338736 280.7655580137
10.4061821588 1.6665894170 40.2491233621 13.9892324202 45.2102158158 52.4102869141 23.9024957621 13.1013692449 52.9642823373 0.1002225677
0.1000192996 15.5911361221 0.1000263559 28.4534505210 0.1000193027 10.8685654780 0.1000351611 0.1000382321 7.4866777546 0.1000317729
0.1000177820 0.1000208948 0.1000156372 82.9047962482 0.1000261819 0.1000203005 0.1004443520 22.8220563963 0.3434876458 14.3291145615
0.1000375147 0.1000149475 0.1000137914 0.1000155763 60.4283974284 0.1000183301 0.1000194779 33.8054177419 5.5744790574 168.5915861346
4.6510582041 5.6508173037 38.4961621000 52.7038326441 5.5238549921 7.0977629419 0.1000270026 0.1000234934 48.5764406473 0.1000206707
4.6409167517 0.1000188111 0.1000210173 0.1000240247 0.1000306690 15.9851685825 8.2477517660 2.5260229571 0.1000295248 0.1000158959
0.1000235191 0.1000137565 0.1000189673 0.1000236201 2.1438931875 55.0559656968 0.1000166152 0.1000128027 0.1000166488 0.1000151859
0.1000283332 0.1000346474 0.1000133996 0.1000148122 0.1000302450 24.2424497927 0.1000188922 0.1000326492 0.1000321653 28.9573450632
7.1668925188 0.1000168418 12.8360989393 0.1000208526 0.1000163624 0.1000291291 0.1000140714 0.1000111286 0.1000451263 42.2968550298
0.1000270980 34.0402740044 0.1000283615 0.1000231031 6.0921715615 135.9596524706 9.6746973838 0.2694724767 13.5636151326 0.1000384077
35.0062463586 18.9997691768 23.6447258751 0.1000234312 0.1000179700 0.1060033525 2.1141259514 0.1000224961 41.7290427555 0.1000226329
39.5825618624 0.1000208850 0.1000292781 31.6342078776 138.4448648670 41.7015400946 0.1000534233 3.1366167728 0.1000222751 0.1000826642
0.5150884442 5.3618708778 3.5724755130 18.5900851545 7.0154373450 0.1000227158 0.1000203561 0.1000286812 23.4480137041 29.1969572084
0.1000300803 16.5289007622 0.1000120940 28.5141624131 0.1000135209 13.2568082963 0.1000248710 0.1000101272 0.1000238232 0.1000140117
12.0735223306 0.1000211528 10.4437862068 0.1000191226 0.1000247632 0.1000287331 0.1001741492 0.1000250973 17.7823796915 0.1000187529
0.1000192525 0.1000201063 0.1000266946 84.0164984396 0.1000319672 0.1000199145 45.1833147064 0.1000297142 0.1000128214 0.1000263833
0.1000200030 0.1000208252 0.1000209946 50.4645178149 0.1017597892 28.8315617217 10.2132897013 34.0946264932 0.1000278453 24.8941548118
22.7403232484 78.5091575026 39.0298210711 166.4829531550 54.1464340462 162.5214874830 8.4625386187 35.9862931031 19.0936324317 321.0273593402
0.1000293357 73.1825182738 0.1000360903 0.1000187190 0.1000257492 0.1000254097 0.1000226695 0.1000326989 0.1000556662 8.0172353876
1.9222197870 0.1000245554 0.1000193676 2.1087458558 25.9258611741 31.6541242777 0.1000397135 0.1000230020 0.7369388052 3.2520034617
0.1127867335 31.7441583931 0.8547030348 15.2470955078 19.6940941536 168.9996351014 2.3407474254 22.1479917812 11.0688493306 17.7899385386
42.1045982029 20.8645409265 0.1000308328 0.1000267681 22.1255735740 5.6598142640 0.1000678450 9.4128855507 0.1000326579 3.4324293781
0.1000188939 2.7815681030 0.1000386378 53.0711350364 11.7486719083 0.6570602776 22.8168345422 7.5245974100 0.1000202028 0.1000549881
8.1323239696 0.1000200725 0.1000207281 13.6414488298 0.1000245846 0.1000278508 22.5260495207 0.1000222720 0.1000229541 0.1000392177
0.1000149354 0.1002502440 0.1000144381 9.2428053052 93.6810364632 43.3921182485 0.1000225521 24.0836999514 0.1000159541 0.1000219079
4.8284375224 3.7245986595 19.5373702385 4.8795191576 0.1000231946 0.1000815640 3.9401656361 3.2330649397 10.8349491379 4.8217899497
0.1000260995 0.1000233687 0.1000232200 4.4772522125 0.1000263499 98.7217558199 0.1000454433 0.1008032325 0.1000252460 0.1000190077
49.6467835167 0.1000363450 71.3764757052 0.1000277193 0.1000258161 0.1000237000 13.4408748821 0.1079571573 39.9277713273 0.1000238310
0.1000269796 0.1000291311 2.8235324952 7.4492803667 0.1000271573 164.4358406354 1.6911849451 0.1000321397 0.1000202233 0.1000259265
0.1000322464 0.1000330380 0.1000265178 41.4737552732 0.6634760106 50.1623315844 0.1002627194 0.1000220444 0.1000357353 0.1000248305
0.1000231508 0.1000238051 8.6339724125 0.1000215325 0.1000100046 0.8150286922 0.1000107201 28.9256963915 0.1002591138 14.0249541769
0.1000187987 80.0997793071 0.1000233573 0.1000189996 0.1000168564 0.1000136780 0.1000177982 0.1000670924 0.1000244676 0.1000196446
48.5661332684 0.1000176046 67.2519361283 0.1000198883 0.1000174765 0.1000153941 0.1000166804 0.1000202352 0.4818048849 0.1000184392
0.1000277317 1.2790104344 34.5632458282 94.4390622730 27.5066573401 0.1000544939 1.4037018353 5.1633482834 19.5435876163 3.9013041636
0.1000241203 6.1761567766 0.1000348070 16.2312737990 0.1000116331 9.8922600779 0.1000234857 0.1000297051 0.1001616283 0.1000239671
0.1000299889 1.0554281285 25.4998251802 124.3750073186 18.9395848360 0.1000207913 0.1000313811 0.1000238359 38.6300262726 0.1000222670
41.9882169954 2.7842206800 30.5680997183 0.1000234448 0.1000180268 0.1000239972 0.1000221277 0.4274947025 26.7318593370 0.1000209701
5.4713603589 0.1000233673 0.1000112092 1.0623456676 23.7661357971 0.1000250181 0.1000308224 0.1000243792 0.1000207964 0.1000225838
15.0845943124 0.1000234895 27.4704461020 10.2439439318 0.1000235357 90.3516941643 189.2290009467 0.1011547959 0.2182543824 0.1008643391
15.8045562679 0.1000234335 4.0060391898 65.4892446583 0.1000216794 0.1000193850 0.1000263281 0.1000209326 0.1000282155 0.1000199100
0.1000223442 0.1000254547 0.1000178577 0.1000203763 32.5734942723 0.1000146779 0.1002447470 24.9585634061 4.2685156579 63.5990812061
15.0994952970 0.1000183548 4.4557636198 35.4859089188 0.1000331319 0.1000220035 0.1000255526 13.4137420934 5.0449685809 0.1000224472
17.4965546473 23.2049627310 0.1000274399 36.0376140272 0.1000188023 2.9163639753 0.1000198361 0.1000534290 11.8443675962 0.1000175157
