-704593.5728083361	  inf
-698755.5228156090	8.28570e-03
-697795.3708692132	1.37409e-03
-696645.4540010649	1.64793e-03
-695372.6935165526	1.82698e-03
-694122.4693328653	1.79792e-03
-693047.6363318821	1.54848e-03
-692251.0086582579	1.14946e-03
-691724.4439793689	7.60656e-04
-691344.5835043682	5.49150e-04
-691058.5215502901	4.13776e-04
-690842.9939221084	3.11880e-04
-690671.5592643701	2.48153e-04
-690529.2446491549	2.06053e-04
-690401.8798910154	1.84445e-04
-690294.2435507409	1.55904e-04
-690197.4496635748	1.40221e-04
-690109.8693804296	1.26892e-04
-690023.4937414803	1.25162e-04
-689947.9484404490	1.09482e-04
-689870.6059639541	1.12099e-04
-689797.9276007464	1.05351e-04
-689733.9374369491	9.27665e-05
