0.1000127500 0.1000044733 0.1000115150 0.1000260961 0.1000200853 0.1000135618 0.1000104223 0.1000180868 0.1000235116 0.1000225477 6.6408979037 0.1000086634 0.1000166303 23.2720337944 0.1000225977 0.1000182152 0.1000156576 0.1000158705 0.1000081034 0.1000301869 14.3859378904 0.1000225217 0.1000101992 0.1000231941 0.1000195209 0.1000060358 0.1000099341 0.1000212743 0.1000159470 0.1000208531 0.1000155403 0.1000265313 0.1004015507 0.1000149988 0.1000089019 0.1000204815 0.1000086717 0.1000141520 0.1000044016 0.1000079786 0.1000208199 0.1000255420 0.1000080794 0.1000100580 0.1000130918 0.1000133305 0.1000110371 0.1000113589 0.1000102959 0.1000351343
0.1000156999 0.1000179709 0.1000174095 0.1000149486 0.1000189602 260.6718211543 0.1000194021 0.1000181311 0.1000183822 0.1000191010 1.4743652393 0.1000449832 0.1000218447 0.1000167663 0.1000217078 0.1000191707 0.1000168472 0.1000232217 0.1000224427 19.3268488992 0.1000207550 0.1000168772 0.1000201436 0.1000202515 0.1000177942 0.1000160985 0.1000189642 0.1000191408 0.1000202538 0.1000481383 0.1000192721 0.1000210840 0.1000172361 17.9255544252 0.1000204767 0.1002323000 0.1000193104 0.1000172128 0.1000210051 0.1000221630 0.1000199231 0.1000186849 0.1000184670 0.1000179525 0.1002786831 0.1000174799 0.1000217137 0.1000242245 0.1000176188 0.1000200672
0.1000197789 73.2032993461 0.1000094209 0.1000163274 0.1000079113 0.1000106324 0.1000144352 0.1000100723 0.1000351062 0.1000237994 0.1000146200 0.1000125067 0.1000102056 0.1000218430 0.1001575014 0.1000116721 0.1000206744 0.1000163554 0.1000058729 0.1000155060 0.1000135805 0.1000087281 1.9958413789 0.1000157681 0.1000097180 0.1000117120 0.1000156717 0.1000188504 0.1000149503 0.1000126811 0.1000113801 0.1000268978 0.1000148513 0.1000057917 0.1000124199 0.1000116652 0.1000142303 0.1000163942 0.1000122887 0.1000127783 0.1000162131 0.1000158289 0.1000135291 0.1000196813 0.1000211926 0.1000118230 0.1000119464 0.1000163000 0.1000187478 0.1000194137
0.1000181469 0.1000165533 0.1000146979 0.1000170189 0.1000193166 0.1000147553 0.1000224369 0.1000299271 0.1000160895 0.1000145051 0.1000224222 0.1000172473 0.1000124990 0.1000151062 0.1000217058 0.1000189244 2.6690615932 0.4264761992 20.2044637286 0.1000256136 0.1000216674 0.1000210968 0.1000193923 0.1000134843 0.1000402294 0.1000153029 0.1000205450 0.1000156186 0.1000213274 0.1000228650 0.1000154344 0.1000090714 0.1000113683 0.1000146612 0.1000189692 0.1000214493 0.1000200404 0.1000201906 0.1000186664 0.1000156057 15.2002881766 0.1000156344 0.1000242506 0.1000227094 0.1000208789 0.1000239460 38.9988456160 0.1000124460 0.1000227479 0.1000281209
0.1000128718 0.1000164651 0.1000237578 0.1000169561 0.1000211557 0.1000244598 0.1000232108 0.1000286962 0.1000239886 1.7060868065 2.2596713249 0.1000162726 0.1000232603 0.1000179443 0.1000190612 0.1000152870 0.1000202935 0.1000216727 0.1000166860 0.1000202160 1.6498387282 0.1000302845 0.1000199257 3.7027787926 0.1000223827 0.1000300655 0.1000274165 0.1000187588 0.1000217958 0.1000203678 0.1000207648 0.1000238404 30.3683358077 0.1000337713 0.1000234953 21.0499422944 0.1000180595 0.1000188011 0.1000247616 0.1000247698 0.1000362491 17.9623921653 0.1000265508 0.1000210173 0.1000321817 0.1000177208 0.1000183337 0.1000188947 0.1000156690 0.1000259464
11.7693590299 115.1419839859 0.1000128836 0.1000136578 0.1000112260 0.1000145326 0.1000149604 0.1000118351 0.1000184339 0.1000081606 0.1000091537 0.1000115845 0.1000279919 0.1000125608 0.1000168504 0.1000111228 0.1000178114 0.1000149633 0.1000274858 0.1000106358 0.1000109522 0.1000127445 0.1000161773 0.1000148350 0.1000106846 0.1000135108 0.1000082260 0.1000147535 0.1000133096 0.1000093236 0.1000120157 0.1000145523 0.1000174539 0.1000181484 0.1000149882 0.1000098309 0.1000200777 0.1000136762 0.1000114377 0.1000122891 0.1000134869 0.1000156491 0.1000163537 0.1000139171 11.4668648502 0.1000116590 0.1000105537 0.1000143457 13.0211474406 0.1000138907
0.1000170213 0.1000117489 0.1000169965 0.1000249044 0.1000163417 0.1000147640 0.1000231741 25.6042844303 0.1000213849 0.1000153779 79.3962110581 0.1000171694 0.1000191019 0.1000090661 0.1000119761 0.1000211316 0.1000221013 0.1000176303 0.1000174781 0.1000194199 0.1000242071 0.1000129871 0.1000224174 0.1000150099 0.1000171888 0.1000192564 0.1000160500 0.1000205408 0.1000198659 0.1000147492 0.1000215154 0.1000070723 0.1000201774 0.1000968346 0.1000209130 0.1000133934 0.1000192200 0.1000127914 0.1000178047 0.1000159409 0.1000126498 0.1000207924 0.1000119237 0.1000118901 0.1000155266 0.1000217001 14.2986095351 0.1000273230 0.1000062302 0.1000222162
0.1000186506 0.1000214296 0.1000161869 0.1000138299 0.1000107538 0.1000126723 0.1000122739 5.1731681373 0.1000165235 0.1000188891 120.0261032681 0.1000151408 0.1000140162 0.1000171162 0.1000406525 0.1000176688 0.1000141541 0.1000138822 0.1000080916 0.1000092179 0.1000138353 0.1000142357 0.1000146955 0.1000171039 0.1000134614 0.1000098514 0.1000134565 0.1000110800 0.1000126155 0.1000115808 0.1000132870 0.1000168909 0.1000119726 0.1000200681 0.1000159582 0.1000248433 0.1000098751 0.1000070663 0.1000125113 0.1000165450 0.1000134965 0.1000129884 0.1000201337 0.1000186270 0.1000199109 0.1000102209 0.1000156495 0.1000144796 0.1000105454 0.1000204590
0.1000178318 8.9199868317 0.1000181438 0.1000211955 0.1000238979 0.1000236487 0.1000274556 0.1002348075 0.1000213263 0.1000194339 0.1000260558 7.1331586845 0.1000225290 0.1000185281 0.1000242033 0.1000223944 0.1000194141 0.1000271369 0.1000142788 0.1000244622 0.1000252449 0.1000219525 0.7830880540 0.1000261826 0.1000321063 10.8888554796 0.1000195820 28.2318301735 0.1000223846 18.2300142146 0.1000245379 0.1000141133 0.1000286831 0.1000308174 0.1000280045 13.0314042528 0.1000191960 0.1000200694 0.1000165413 19.5804949992 0.1000238467 0.1000284105 0.1000197731 0.1000218377 0.1000236177 0.1000242432 0.1000331969 0.1000232103 0.1000144923 0.1000185223
0.1000238708 10.7486345855 0.1000208285 0.1000268808 0.1000213247 0.1000212448 0.1000212204 0.1000273157 0.1000224698 0.1000228237 0.1000213838 0.1000177860 0.1000164718 0.1000228621 5.4072879009 0.1000127051 0.1000227604 0.1000242202 0.1000121925 0.1000192956 0.1000252932 0.1000262554 0.1000178217 0.1000199705 0.5702187698 0.1000186937 0.1000163106 0.1000210209 0.1000166366 0.1000177889 0.1000169477 0.1000246283 21.4583154807 0.1000192228 0.1000251168 0.1000296024 0.1000190546 0.1000243993 0.1000171045 0.1000209787 0.1000259078 0.1000283097 0.1000268360 0.1000301934 19.6709538137 0.1000194988 0.1000170778 124.7435857136 0.1000215837 0.1000798251
0.1000125647 2.3014098473 0.1000153114 0.1000155654 0.1000185128 0.1000246732 0.1000150457 11.5967376231 0.1000216668 0.1000129685 0.1000228982 0.1000199540 0.1000143435 0.1000124881 0.1000142714 0.1000159274 0.1000154451 0.1000138147 0.1000093092 18.7085074020 0.1000294797 0.1000221132 0.1000209924 6.4017772621 0.1000166031 0.1000127840 0.1000168027 0.1000146201 0.1000184773 0.1000208045 0.1000180204 0.1000123091 0.1000207682 0.1000188485 0.1000246388 0.1000205090 0.1000167891 0.1000271168 0.1000156439 0.1000176610 0.1000146844 0.1000228524 0.1000184336 0.1000092107 0.1000229842 0.1000312823 0.1000158324 0.1000210534 0.1000072490 4.4907645413
0.1000279324 38.0916073147 0.1000165241 0.1000210452 0.1000215115 0.1000204769 0.1000223923 0.1000195962 0.1000320025 0.1000226787 0.1000218229 0.1000158207 0.1000296983 0.1000205083 0.1000327139 0.1000149148 0.1000220649 0.1000215606 0.1000123033 0.1000274057 0.1000204153 0.1000187788 0.1000182876 0.1000220718 0.1000188693 28.0906696337 0.1000225966 0.1000235682 0.1000199336 0.1000190082 0.1000265555 0.1000306148 0.1000291260 0.1000179103 0.1000171914 0.1000171606 0.1000272668 0.1000214149 0.1000252118 0.1000187142 0.1000194521 77.7090309553 0.1000243895 0.1000262758 0.1000170816 39.3633044168 0.1000185970 20.2443993315 0.1000211715 0.1000237118
0.1000276932 4.7014019641 0.1000108617 0.1000202922 0.1000207428 4.2023614214 0.1000115320 0.1000195946 0.1000159545 0.1000213651 0.1000106878 0.1000150475 0.1000381663 0.1000199834 0.1000599387 0.1000147593 1.9771017296 0.1000167262 0.1000098298 0.1000379680 0.1000138334 0.1000060521 0.1000095483 0.1000189345 0.1000085692 0.1000236451 0.1000269016 0.1000197123 0.1000437981 0.1000177879 0.1000218398 0.1000127080 0.1000186749 0.1000127562 0.1000167707 0.1000213862 0.1000209644 4.1814587390 0.1000208472 0.1000172435 0.1000122560 0.1000204454 0.1000182790 0.1000338663 0.1000186248 0.1000218244 0.1000066521 18.4367930590 0.1000135671 0.1000144553
0.1000178181 0.1000249636 0.1000150614 0.1000152526 0.1000172686 0.1000213554 0.1000217726 0.1000200826 0.1000195011 0.1000111599 0.1000228248 0.1000166734 0.1000169318 0.1000133534 0.1000212112 0.1000182005 0.1000191517 31.8242861411 0.1000082487 111.3745519706 0.1000178308 0.1000095853 0.1000262092 0.1000239242 0.1000144389 0.1000216675 0.1000196676 0.1002713516 0.1000125051 0.1000238717 0.1000211893 0.1000104530 0.1000356300 0.1000276382 0.1000222753 0.1000213267 0.1000214225 0.1000216288 0.1000176235 0.1000138943 0.1000097249 0.1000186831 0.1000201196 0.1000184757 0.1000298020 0.1000145383 0.1000252941 0.1000174643 0.1000138977 0.1000189239
0.1000133147 0.1000212552 0.1000186996 0.1000159988 0.1000175878 110.1823553453 0.1000232257 0.1000165834 0.1000325752 0.1000170678 39.7144530553 0.1000269851 0.1000232046 0.1000212570 0.1000160712 0.1000247042 0.1000161461 0.1000227304 0.1000231537 66.9205096812 0.1000265727 0.1000160313 12.1781209807 0.1000213997 0.1000171080 0.1000145514 0.1001138848 0.1000211405 0.1000209916 18.0513823814 0.1000249649 0.1000179721 0.1000240447 0.1000233563 0.1000229670 0.1000190679 0.2377226048 0.1000182537 0.1000213254 0.1000218438 0.1000175280 0.1000235910 0.1000224681 0.1000176263 0.1000154366 0.1000265466 0.1000164787 22.4144761083 0.1000271695 0.1000169615
0.1000219259 0.1000392189 0.1000251755 0.1000201495 0.1000232614 0.1000244582 0.1000210329 0.1000274496 0.1000350833 0.1000194897 0.1000219679 0.1000287689 0.1000270465 0.1000188191 0.1000248326 0.1000262586 0.1000243951 0.1000218101 0.1000349224 0.1000253638 0.1000244558 0.1000206705 3.7156400733 21.5065034344 0.1000281034 0.1000198433 0.1000235272 0.1000204114 0.1000318260 0.1000207128 0.1000333382 0.1000272392 255.3132844984 0.1029473687 0.1123123258 0.1000348375 0.1000257684 0.1003768005 0.1000308032 0.1000240257 0.1000198311 0.1000254967 0.1000196836 0.1000184937 0.1000279769 0.1000200348 0.1001590413 93.8477327116 0.1000153461 0.1000198906
0.1000023132 0.1000113366 0.1000233687 0.1000352979 0.1000310766 12.6308351116 0.1000159810 0.1000109154 0.1000200101 0.1000114079 0.1000283359 0.1000113621 0.1000130491 0.1000185233 0.1000092002 8.1561987670 0.1001421988 0.1000222707 0.1000056827 0.1000142542 0.1000123626 0.1000075947 0.1000120061 0.1000181115 0.1000098028 0.1000084090 0.1000115173 0.1000126162 0.1000165882 0.1000169878 4.5120528824 0.1000127776 0.1000126332 0.1000309234 0.1000272877 0.1000202131 0.1000105703 0.1000452325 0.1000325803 0.1000269467 0.1000068211 0.1000164969 0.1000117757 0.1000078369 0.1000096232 0.1000152488 0.1000338439 0.1000139412 0.1000068763 0.1000190295
0.1000223664 0.1000169178 0.1000258399 0.1000196412 0.1000214415 0.1006865848 0.1000238697 0.1000254577 0.1000254360 0.1000313642 0.1000245048 0.1000246109 0.1000279222 0.1000271331 0.1000350674 54.3927099672 0.1000273932 18.2686752642 0.1000149417 0.1000186027 5.8651074903 0.1000291188 0.1000253697 17.6682373105 0.1000270793 0.1000117713 0.1000287409 0.1000223961 0.1000249606 0.1000303700 0.1000209680 0.1000598449 0.1000175117 7.1732448321 0.1000259488 3.3047437080 0.1000210925 0.1000170235 0.1000291268 0.1000270670 11.0255277496 0.1000298538 0.1000229344 0.1000321729 0.1000349897 0.1000175046 0.1000271322 0.1000189595 0.1000215239 0.1000311220
0.1000191984 100.1764870241 0.1000198294 0.1000258024 0.1000184939 0.1000175871 0.1000196238 0.1000203815 0.1000227331 0.1000136121 0.1000162451 0.1000213527 0.1000178605 0.1000149677 0.1000161930 0.1000193640 0.1000243895 0.1000200401 0.1000164134 0.1002336170 0.1000181554 0.1000166243 0.1000204922 0.1000194695 0.1000170856 3.8011296741 0.1000255328 0.1000230233 0.1000210594 0.1000170073 0.1000248030 0.1000142812 87.4473810712 0.1000177846 0.1000216097 0.1000165478 0.1000290851 0.1000196182 0.1000206888 0.1000213648 0.1000184471 41.9738994501 0.1000167155 0.1000145747 0.1000171031 0.1000226652 0.1000186412 0.1000218087 0.1000097507 0.1000211366
6.2309627325 18.7836205388 0.1000192150 0.1000196857 0.1000210262 0.1000204736 0.1000229572 0.1000258019 0.1000277826 0.2064085682 0.1000134768 0.1000165413 0.1000222439 0.1000251784 8.8701899925 0.1000176895 0.1000243800 0.1000265901 0.1000227334 0.1000259087 0.1000220021 0.1000270810 0.1000208832 0.1000240376 0.1000221616 0.1000171643 0.1000438678 0.1000240166 0.1000224372 0.1000157416 0.1000228262 0.1000255589 0.1000245019 0.1000203183 0.1000249757 0.1000220056 73.6435226729 0.1000945554 0.1000152583 0.1000129144 0.1000236029 0.1000207340 0.1000261160 0.1000193347 38.8348993932 0.1000300988 0.1000199888 0.1000246741 5.1293526106 0.1000249502
0.1000344364 19.5494583494 0.1000136145 0.1000241428 0.1000205706 0.1000136896 0.1000167713 0.1000311768 10.8310970854 0.1000303222 0.1016309078 0.1000137905 0.1000190125 0.1000234901 0.1000467779 0.1000134033 0.1000350567 5.9177814075 0.1000197047 0.1000263241 0.1000257101 0.1000146971 0.1000239125 0.1000233749 0.1000265015 0.1000191998 0.1000176850 0.1000189850 0.1000278596 0.1000214650 0.1000244447 0.1000165972 30.2143921473 0.1000235603 0.1000239117 0.1000151724 0.1000368122 0.1000232094 20.8674420580 0.1000205347 0.1000283176 0.1001968455 0.1000247324 0.1000452208 0.1000252892 0.1000185412 0.1000292661 12.2170054038 0.1000185167 0.1000199942
0.1000206858 0.1000254971 0.1000217746 0.1000211783 0.1000180477 0.1000214652 0.1000289847 0.1000230228 0.1000244395 0.1000358866 0.1000183641 0.1000277155 0.1000236759 0.1000319877 0.1000259573 0.1000219604 0.1000277239 0.1000237980 0.1000202161 9.8611302500 0.1000215674 0.1000214969 2.0885906297 0.1000247981 0.1000284744 6.6583623780 1.3499103785 0.1000285009 0.1000285864 0.1000230037 53.1825651260 0.1000186561 84.5134283882 0.1000184068 0.1000243625 18.6948486569 0.1000266704 0.1000225629 0.1000230839 0.1000233878 0.1000162837 37.4197684948 0.1000245499 0.1000289570 0.1000222639 0.1000268609 0.1000200477 0.1304065722 0.1000300421 0.1000241811
0.1000251931 0.1000168513 4.3729317437 0.1000159139 0.1000296739 8.7595174755 0.1000190597 0.1000097978 0.1000174829 0.1000160496 0.1000166454 0.1000175786 0.1000128083 0.1000156164 0.1000316669 0.1000220923 0.1000255336 0.1000270654 0.1000211853 0.1000232310 10.9382258302 0.1000245386 0.1000170268 0.1000145501 0.1000432156 0.1000121652 0.1000149190 0.1000157277 0.1000329378 0.1000252649 0.1000117011 0.1000244322 0.1000110803 0.1000192815 14.1133469586 0.1000183853 0.1000327912 16.2770427344 0.1000341599 0.1000151582 0.1000314617 0.1000205539 0.1000196683 7.1377238249 0.1003089886 0.1000303821 0.1000185458 0.1000203968 0.1000181587 0.1000124957
