-707598.7480274569	  inf
-670893.3325651989	5.18732e-02
-656595.5490449828	2.13116e-02
-651278.4562232179	8.09797e-03
-648675.3153874516	3.99697e-03
-646974.8924168341	2.62138e-03
-645893.2319475590	1.67187e-03
-645084.9192146934	1.25146e-03
-644422.7943936576	1.02641e-03
-643892.3781191267	8.23087e-04
-643472.5357652309	6.52038e-04
-643102.5912837335	5.74919e-04
-642741.7585922698	5.61081e-04
-642427.5181810788	4.88906e-04
-642189.8451928721	3.69961e-04
-641956.6357579641	3.63147e-04
-641784.7352732973	2.67776e-04
-641588.1097751058	3.06373e-04
-641425.2771164837	2.53796e-04
-641251.3876727382	2.71099e-04
-641124.5364356051	1.97818e-04
-641010.3613555961	1.78086e-04
-640894.2923170978	1.81072e-04
-640770.4270055465	1.93269e-04
-640649.4520117062	1.88796e-04
-640553.5580080232	1.49682e-04
-640475.9382672400	1.21176e-04
-640414.5543886018	9.58410e-05
