-705391.4772616713	  inf
-695349.2512462857	1.42364e-02
-688526.0934637898	9.81256e-03
-684819.2546869512	5.38373e-03
-682781.1341114927	2.97614e-03
-681521.1879215497	1.84531e-03
-680709.5451500082	1.19093e-03
-680152.5214890962	8.18299e-04
-679765.4367711802	5.69115e-04
-679485.6811354801	4.11547e-04
-679260.7059855892	3.31096e-04
-679079.6557270309	2.66540e-04
-678943.5777125898	2.00386e-04
-678830.1391995411	1.67081e-04
-678715.1053942594	1.69459e-04
-678621.8649322668	1.37378e-04
-678513.5789533061	1.59567e-04
-678414.5006787675	1.46023e-04
-678306.1731444248	1.59678e-04
-678204.6950345658	1.49605e-04
-678133.7339135009	1.04631e-04
-678066.5028230136	9.91413e-05
